"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"2956",2956,2965,1250223,706801,2010-08-04 13:47:00,2015-10-27 10:53:00,"10/27/2015 10:53:00 AM","Closed","Case Completed - resolved: damaged sidewalk; tree root problem; ang return & utility vault. - painted, posted; took pics;NTR # 947966,X1104 # 947967,X1104 # 947968,","DPW BSM Queue","Sidewalk or Curb","Sidewalk_Defect","Lifted_sidewalk_tree_roots","1890 PAGE ST, SAN FRANCISCO, CA, 94117",5,"Haight Ashbury","(37.770445929516, -122.451867037565)","Twitter",NA,37.770445929516,-122.451867037565,60750166003,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77103635,-122.452039898154,0,0,|&center=37.77103635,-122.452039898154&zoom=15&rand=439644702",45837.1
"2957",2957,2966,1454884,379751,2009-02-27 13:38:01,2009-02-27 16:10:04,"02/27/2009 04:10:04 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Debris_filled_carts","Intersection of 10TH ST and SHERIDAN ST",6,"South of Market","(37.7720726001789, -122.41189715052)","Voice In",NA,37.7720726001789,-122.41189715052,60750178022,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7723209,-122.411822324349,0,0,|&center=37.7723209,-122.411822324349&zoom=15&rand=-1178098602",2.53
"2958",2958,2967,1340693,568068,2009-12-23 12:05:00,2010-02-02 10:16:00,"02/02/2010 10:16:00 AM","Closed",NA,"DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_commercial - Not_Offensive","1354 GRANT AVE, SAN FRANCISCO, CA, 94133",3,"North Beach","(37.799539135, -122.40718529)","Voice In",NA,37.799539135,-122.40718529,60750106001,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7995861,-122.4072909,0,0,|&center=37.7995861,-122.4072909&zoom=15&rand=-308736650",982.18
"2959",2959,2968,214107,4829099,2015-06-15 14:59:00,2015-06-19 04:22:00,"06/19/2015 04:22:00 AM","Closed","Case Completed - resolved: SES Graffiti Crew  - Removed Stickers - Box - Small Signal Light","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Signal_box - Offensive","2920 TURK BLVD, SAN FRANCISCO, CA, 94118",1,"Lone Mountain","(37.777819477611, -122.453791858421)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/557f4aacdf8680108f1e24b9/report.jpg",37.777819477611,-122.453791858421,60750156001,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7777122,-122.4543447,0,0,|&center=37.7777122,-122.4543447&zoom=15&rand=-1250188343",85.38
"2960",2960,2969,791459,2310929,2013-05-01 10:48:10,2013-05-02 08:20:03,"05/02/2013 08:20:03 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Human Waste","421 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",6,"Tenderloin","(37.785019300125, -122.414641884051)","Voice In",NA,37.785019300125,-122.414641884051,60750122012,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7854466,-122.4144979,0,0,|&center=37.7854466,-122.4144979&zoom=15&rand=2017336893",21.53
"2961",2961,2970,639296,3202137,2013-12-25 20:58:20,2013-12-27 12:48:20,"12/27/2013 12:48:20 PM","Closed","Case Transferred - to psr # 445833","MUNI Work Queue","MUNI Feedback","MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct","306_General_Unprofessional_Conduct_Appearance","Intersection of GEARY BLVD and 20TH AVE",1,"Outer Richmond","(37.7803346228724, -122.479383053156)","Voice In",NA,37.7803346228724,-122.479383053156,60750477012,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7804922,-122.4791912,0,0,|&center=37.7804922,-122.4791912&zoom=15&rand=731735313",39.83
"2962",2962,2971,841441,1975852,2013-02-04 13:47:53,2013-02-14 20:15:16,"02/14/2013 08:15:16 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","639 NATOMA ST, SAN FRANCISCO, CA, 94103",6,"South of Market","(37.777627743913, -122.410789726774)","Voice In",NA,37.777627743913,-122.410789726774,60750176013,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7771706,-122.4107157,0,0,|&center=37.7771706,-122.4107157&zoom=15&rand=806327366",246.46
"2963",2963,2972,149589,5047674,2015-08-30 09:28:00,NA,"08/30/2015 09:42:00 AM","Open","Open","RPD Park Service Area 6 Queue","Street and Sidewalk Cleaning","Bulky Items","Furniture","Duboce Park, , SAN FRANCISCO, CA, 94117",8,"Duboce Triangle","(37.769615382, -122.4334273)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/55e32f0bdf86fc3ac2521d2f/report.jpg",37.769615382,-122.4334273,60750167002,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7690194,-122.433303168579,0,0,|&center=37.7690194,-122.433303168579&zoom=15&rand=47025074",NA
"2964",2964,2973,537936,3660755,2014-05-20 14:04:00,2014-05-23 11:31:25,"05/23/2014 11:31:25 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_other - Not_Offensive","555 EDDY ST, SAN FRANCISCO, CA, 94109",6,"Tenderloin","(37.783362736579, -122.416776573269)","Integrated Agency",NA,37.783362736579,-122.416776573269,60750124011,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7832848,-122.4172336,0,0,|&center=37.7832848,-122.4172336&zoom=15&rand=-1898409733",69.46
"2965",2965,2974,63219,5320556,2015-11-25 15:20:40,2016-01-25 20:19:20,"01/25/2016 08:19:20 PM","Closed","No Response - Per process - cases are closed 60 days after assignment.","DPT Color Curb Queue","Color Curb","Red Color Curb Request for","Red Color Curb Request for","255 DIAMOND ST, SAN FRANCISCO, CA, 94114",8,"Eureka Valley","(37.758307932258, -122.436808687038)","Web Self Service",NA,37.758307932258,-122.436808687038,60750205002,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.757557,-122.4368859,0,0,|&center=37.757557,-122.4368859&zoom=15&rand=-1845569770",1468.98
"2966",2966,2975,473556,3898590,2014-08-08 09:27:43,2014-08-08 02:39:08,"08/08/2014 02:39:08 AM","Closed","Case Completed - resolved: done","DPW Ops Queue","Street and Sidewalk Cleaning","Illegal Encampment","Encampment Cleanup","Intersection of FOLSOM ST and ENTERPRISE ST",9,"Mission","(37.7647053193971, -122.415250771618)","Voice In",NA,37.7647053193971,-122.415250771618,60750177002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7650786,-122.4153876,0,0,|&center=37.7650786,-122.4153876&zoom=15&rand=-1863266566",-6.81
"2967",2967,2976,331572,4425300,2015-01-24 17:18:00,2015-04-17 12:48:00,"04/17/2015 12:48:00 PM","Closed","Case Resolved - Per Elsa Lamb, Port property manager . . .
 Has been addressed.  Please close service request.","Port Authority - G","Sign Repair","Sign - Defaced","Other - Defaced; support - OK","Intersection of 3RD ST and TERRY A FRANCOIS BLVD",6,"Mission Bay","(37.7763000828505, -122.39002517495)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54c44448df865a0667cd5a68/report.jpg",37.7763000828505,-122.39002517495,60750607001,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7763776,-122.3900069,0,0,|&center=37.7763776,-122.3900069&zoom=15&rand=-389147599",1986.5
"2968",2968,2977,634835,3224852,2014-01-02 10:18:49,2014-01-02 15:09:55,"01/02/2014 03:09:55 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","1272 SUNNYDALE AVE, SAN FRANCISCO, CA, 94134",10,"Visitacion Valley","(37.711318024643, -122.413679730046)","Voice In",NA,37.711318024643,-122.413679730046,60750264011,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7111342,-122.4132293,0,0,|&center=37.7111342,-122.4132293&zoom=15&rand=2094461461",4.85
"2969",2969,2978,134174,5098995,2015-09-15 11:10:00,NA,"09/15/2015 11:10:00 AM","Open","accepted","DPW BSM Queue","Sidewalk or Curb","Missing_Side_Sewer_Vent_Cover","Missing_Side_Sewer_Vent_Cover","737 3RD ST, SAN FRANCISCO, CA, 94107",6,"South Beach","(37.778491464228, -122.392014868354)","Open311",NA,37.778491464228,-122.392014868354,60750607003,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7784977,-122.3920778,0,0,|&center=37.7784977,-122.3920778&zoom=15&rand=1615066335",NA
"2970",2970,2979,301197,4530474,2015-02-27 13:27:00,2015-05-04 11:51:00,"05/04/2015 11:51:00 AM","Closed","Scheduled -","DPT SignShop Surveyed - Area 2 Queue","Sign Repair","Sign - Defaced","Other - Defaced; support - OK","273 WALLER ST, SAN FRANCISCO, CA, 94102",5,"Mint Hill","(37.771331797507, -122.428144766227)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54f0e132df86cdc211f87e7d/report.jpg",37.771331797507,-122.428144766227,60750168013,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7711767,-122.4302705,0,0,|&center=37.7711767,-122.4302705&zoom=15&rand=-1215343776",1581.4
"2971",2971,2980,631996,3238786,2014-01-06 12:51:15,2014-01-06 15:36:07,"01/06/2014 03:36:07 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of NEY ST and TRUMBULL ST",11,"Mission Terrace","(37.7308186857905, -122.423243647152)","Voice In",NA,37.7308186857905,-122.423243647152,60750256001,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7309065,-122.4239323,0,0,|&center=37.7309065,-122.4239323&zoom=15&rand=-390240150",2.75
"2972",2972,2981,1150490,856210,2011-04-05 09:18:09,2011-04-05 11:06:05,"04/05/2011 11:06:05 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Electronics_w_out_monitor_under_21_inches","Intersection of FELL ST and FILLMORE ST",5,"Western Addition","(37.774902690485, -122.431011679186)","Voice In",NA,37.774902690485,-122.431011679186,60750163003,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7747783,-122.430571601833,0,0,|&center=37.7747783,-122.430571601833&zoom=15&rand=1853011485",1.8
"2973",2973,2982,388546,4216948,2014-11-17 11:53:56,2014-11-21 11:36:14,"11/21/2014 11:36:14 AM","Closed","Case Resolved - COMPLAINT WAS GIVEN TO PCO PATROLLING THE BEAT.","SFMTA - Parking Enforcement - G","General Requests","mta - parking_traffic_other - complaint","mta - parking_traffic_other - complaint","Intersection of BAKER ST and PAGE ST",5,"Buena Vista","(37.7717791655005, -122.440546280759)","Voice In",NA,37.7717791655005,-122.440546280759,60750166001,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77218915,-122.440959450439,0,0,|&center=37.77218915,-122.440959450439&zoom=15&rand=1784072248",95.7
"2974",2974,2983,865211,1805039,2012-12-20 11:10:00,2012-12-26 08:14:00,"12/26/2012 08:14:00 AM","Closed",NA,"DPW BSSR Queue","Street Defects","Pavement_Defect","Pavement_Defect","659 MERCHANT ST, SAN FRANCISCO, CA, 94111",3,"Financial District","(37.794811893, -122.404455561)","Voice In",NA,37.794811893,-122.404455561,60750611001,"94111","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.79514395,-122.404305932497,0,0,|&center=37.79514395,-122.404305932497&zoom=15&rand=-2139489073",141.07
"2975",2975,2984,737501,2665677,2013-08-01 10:29:49,2014-04-02 16:17:54,"04/02/2014 04:17:54 PM","Closed","Case Resolved -","SFMTA - Temporary Sign Request Approved Queue","Temporary Sign Request","Temporary Sign Request for Moving_residential_property","40 ft zone requested from 08/27/2013 to 08/27/2013","2276 FULTON ST, SAN FRANCISCO, CA, 94118",1,"Lone Mountain","(37.774898595447, -122.454000184471)","Voice In",NA,37.774898595447,-122.454000184471,60750157004,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7748815,-122.4545082,0,0,|&center=37.7748815,-122.4545082&zoom=15&rand=-868838727",5861.8
"2976",2976,2985,1328087,586670,2010-01-22 14:51:00,2010-01-26 08:16:00,"01/26/2010 08:16:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","343 HAMILTON ST, SAN FRANCISCO, CA, 94134",9,"Excelsior","(37.726793963, -122.40949287)","Voice In",NA,37.726793963,-122.40949287,60750257023,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.726084,-122.4095269,0,0,|&center=37.726084,-122.4095269&zoom=15&rand=-1671265141",89.42
"2977",2977,2986,482473,3868154,2014-07-28 19:32:59,2014-07-29 09:10:42,"07/29/2014 09:10:42 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of 19TH ST and 3RD ST",10,"Dogpatch","(37.761766299091, -122.388684167327)","Integrated Agency",NA,37.761766299091,-122.388684167327,60750226001,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7611618,-122.3884378,0,0,|&center=37.7611618,-122.3884378&zoom=15&rand=-1678583217",13.63
"2978",2978,2987,300101,4534464,2015-03-01 08:07:00,2015-03-02 03:34:00,"03/02/2015 03:34:00 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","Intersection of BALMY ST and 24TH ST",9,"Mission","(37.7526012284068, -122.412463375771)","Voice In",NA,37.7526012284068,-122.412463375771,60750229011,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.75278055,-122.412123125094,0,0,|&center=37.75278055,-122.412123125094&zoom=15&rand=25015464",19.45
"2979",2979,2988,1109419,917226,2011-07-10 12:23:35,2011-07-22 11:29:09,"07/22/2011 11:29:09 AM","Closed",NA,"DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","1725 MONTGOMERY ST, SAN FRANCISCO, CA, 94133",3,"North Beach","(37.804997418249, -122.405289734665)","Voice In",NA,37.804997418249,-122.405289734665,60750101002,"94111","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8045887,-122.4053298,0,0,|&center=37.8045887,-122.4053298&zoom=15&rand=-457255096",287.09
"2980",2980,2989,1216432,758667,2010-10-24 14:49:30,2010-10-25 19:09:32,"10/25/2010 07:09:32 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Human_waste_or_urine","Intersection of OFARRELL ST and TAYLOR ST",6,"Downtown/Civic Center","(37.7859963361182, -122.411325601535)","Voice In",NA,37.7859963361182,-122.411325601535,60750123011,"94109","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7859199,-122.4114116,0,0,|&center=37.7859199,-122.4114116&zoom=15&rand=1440093146",28.33
"2981",2981,2990,840197,1983605,2013-02-06 10:19:46,2013-02-08 06:33:18,"02/08/2013 06:33:18 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Signal_box - Not_Offensive","Intersection of 16TH ST and CALEDONIA ST",9,"Mission","(37.7649478070053, -122.421381595319)","Voice In",NA,37.7649478070053,-122.421381595319,60750201004,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7648614,-122.4210768,0,0,|&center=37.7648614,-122.4210768&zoom=15&rand=994021590",44.23
"2982",2982,2991,282524,4593863,2015-03-21 09:13:00,2015-03-23 05:29:00,"03/23/2015 05:29:00 AM","Closed","Scheduled -","Clear Channel - Transit Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Transit_Shelter_Platform - Not_Offensive","Intersection of 4TH AVE and PARNASSUS AVE",7,"Inner Sunset","(37.7626275208362, -122.460843063569)","Voice In",NA,37.7626275208362,-122.460843063569,60750301021,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76250935,-122.460482635567,0,0,|&center=37.76250935,-122.460482635567&zoom=15&rand=-692791451",44.27
"2983",2983,2992,862039,1832578,2012-12-29 10:20:39,2013-01-02 08:35:29,"01/02/2013 08:35:29 AM","Closed","Case Resolved - Meter Repaired","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of COLUMBUS AVE and JONES ST",3,"Russian Hill","(37.8048871731849, -122.416818429318)","Voice In",NA,37.8048871731849,-122.416818429318,60750103001,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8053182,-122.4167267,0,0,|&center=37.8053182,-122.4167267&zoom=15&rand=99981514",94.25
"2984",2984,2993,1118504,903715,2011-06-19 11:07:58,2011-06-21 08:06:03,"06/21/2011 08:06:03 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","Intersection of FILLMORE ST and HAIGHT ST",5,"Western Addition","(37.7721083705778, -122.430433791909)","Voice In",NA,37.7721083705778,-122.430433791909,60750168011,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.772222,-122.4303912,0,0,|&center=37.772222,-122.4303912&zoom=15&rand=-1283636211",44.97
"2985",2985,2994,578325,3483184,2014-03-24 07:26:34,2014-03-27 11:23:03,"03/27/2014 11:23:03 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","217 EDDY ST, SAN FRANCISCO, CA, 94102",6,"Tenderloin","(37.783915600791, -122.411268826235)","Voice In",NA,37.783915600791,-122.411268826235,60750125022,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.783903,-122.4120183,0,0,|&center=37.783903,-122.4120183&zoom=15&rand=-1218306277",75.94
"2986",2986,2995,115032,5161477,2015-10-05 14:41:00,2015-10-11 02:00:00,"10/11/2015 02:00:00 AM","Closed","Case Completed - resolved: 10-98","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","800 46TH AVE, SAN FRANCISCO, CA, 94121",1,"Outer Richmond","(37.773281846413, -122.506652784555)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/5612eeb6df86670305ae9ba0/report.jpg",37.773281846413,-122.506652784555,60750479012,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7733592,-122.5079008,0,0,|&center=37.7733592,-122.5079008&zoom=15&rand=2117751480",131.32
"2987",2987,2996,506796,3780818,2014-06-28 10:21:45,2014-06-30 03:39:00,"06/30/2014 03:39:00 AM","Closed","Case Completed - resolved: abated","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of ANDERSON ST and BERNAL HEIGHTS BLVD",9,"Bernal Heights","(37.7421822008732, -122.415013726865)","Voice In",NA,37.7421822008732,-122.415013726865,60750252002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7422641,-122.4128164,0,0,|&center=37.7422641,-122.4128164&zoom=15&rand=-909808852",41.29
"2988",2988,2997,60704,5328907,2015-11-30 05:52:38,2015-12-04 06:12:40,"12/04/2015 06:12:40 AM","Closed","DPT Abandoned Vehicles- Gone on Arrival - 12/03/15 @  0750      #382","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","BLACK - MINI - COOPER - JAN2686","1139 TENNESSEE ST, SAN FRANCISCO, CA, 94107",10,"Dogpatch","(37.757164467896, -122.389004576511)","Voice In",NA,37.757164467896,-122.389004576511,60750226002,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7574932,-122.3884338,0,0,|&center=37.7574932,-122.3884338&zoom=15&rand=1022471506",96.33
"2989",2989,2998,706128,2845358,2013-09-18 21:27:52,2013-09-18 21:30:03,"09/18/2013 09:30:03 PM","Closed","Case is Invalid -","Recology_Abandoned","Street and Sidewalk Cleaning","Illegal Encampment","Carts","Intersection of 7TH ST and BERRY ST",6,"Mission Bay","(37.7705150825739, -122.400022979286)","Voice In",NA,37.7705150825739,-122.400022979286,60750607001,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77035,-122.40037,0,0,|&center=37.77035,-122.40037&zoom=15&rand=1842658919",0.04
"2990",2990,2999,122405,5139074,2015-09-28 12:32:00,2015-09-28 16:34:00,"09/28/2015 04:34:00 PM","Closed","Case Completed - resolved: done","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Needles","28 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,"Mission","(37.767942649415, -122.416816113849)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/560995badf865d1ea9d03a0a/report.jpg",37.767942649415,-122.416816113849,60750177002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7572377,-122.4156482,0,0,|&center=37.7572377,-122.4156482&zoom=15&rand=-1809974332",4.03
"2991",2991,3000,1169654,827517,2011-02-17 07:14:00,2011-02-28 17:51:16,"02/28/2011 05:51:16 PM","Closed",NA,"PUC Sewer Ops","Catch Basin Maintenance","Maintenance","Maintenance","Intersection of MASON ST and SUTTER ST",3,"Downtown/Civic Center","(37.7890162570294, -122.410242401898)","Voice In",NA,37.7890162570294,-122.410242401898,60750121002,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78911,-122.410106,0,0,|&center=37.78911,-122.410106&zoom=15&rand=-410337180",274.62
"2992",2992,3001,914994,1405252,2012-09-10 11:56:00,2012-09-11 15:19:00,"09/11/2012 03:19:00 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Missed_Route_Mechanical_Sweeping","Missed_Route_Mechanical_Sweeping","367 IVY ST, SAN FRANCISCO, CA, 94102",5,"Western Addition","(37.77699119, -122.424207755)","Voice In",NA,37.77699119,-122.424207755,60750162001,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77703295,-122.423880905105,0,0,|&center=37.77703295,-122.423880905105&zoom=15&rand=1511059904",27.38
"2993",2993,3002,1231719,734851,2010-09-17 12:47:22,2010-09-23 17:40:21,"09/23/2010 05:40:21 PM","Closed",NA,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","black - lexus - sedan - NONE","2213 25TH ST, SAN FRANCISCO, CA, 94107",10,"Potrero Hill","(37.751807327, -122.401057777)","Voice In",NA,37.751807327,-122.401057777,60750614001,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.752075,-122.4004159,0,0,|&center=37.752075,-122.4004159&zoom=15&rand=-1223759465",148.88
"2994",2994,3003,679122,2997751,2013-10-28 15:08:50,2013-10-30 07:42:11,"10/30/2013 07:42:11 AM","Closed","Case Resolved - 10-29-13   @ 1001  HRS   * PER CALLER VEH MOVED","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","dk green - Volkswagon - Passat - 4MGZ829","126 GRATTAN ST, SAN FRANCISCO, CA, 94117",5,"Ashbury Heights","(37.764055110779, -122.450139761976)","Voice In",NA,37.764055110779,-122.450139761976,60750171021,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7646806,-122.450028183516,0,0,|&center=37.7646806,-122.450028183516&zoom=15&rand=-2055692509",40.56
"2995",2995,3004,353279,4349930,2014-12-31 12:38:18,2014-12-31 13:47:25,"12/31/2014 01:47:25 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of 31ST AVE and ORTEGA ST",4,"Outer Sunset","(37.7518068317632, -122.489193624446)","Voice In",NA,37.7518068317632,-122.489193624446,60750329023,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7519488,-122.4859804,0,0,|&center=37.7519488,-122.4859804&zoom=15&rand=419789169",1.15
